lexeme;class;frequency;semantics
відблиск;Й;3;Дієслово буттєва сфера//Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА світло//Іменник НЕПРЕДМЕТНІ ІМЕНА почуття//Іменник НЕПРЕДМЕТНІ ІМЕНА психічна сфера//Іменник НЕПРЕДМЕТНІ ІМЕНА психічна сфера емоція
відбува;;1;
відбувати;Г;1;Дієслово соціальна діяльність//Дієслово рух
відбуватися;Г;60;Дієслово буттєва сфера
відбудова;К;1;Дієслово буттєва сфера//Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА зміна стану або ознаки
відбути;Г;5;Дієслово буттєва сфера існування//Дієслово рух//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відбутися;Г;28;Дієслово буттєва сфера існування//Дієслово міжособистісні відношення//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відбутність;;1;
відважитися;Г;1;Дієслово соціальна діяльність//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відважний;А;3;Прикметник СЛОВОТВІРНІ МІТКИ відіменникові прикметники//Прикметник ОЦІНКА позитивна//Прикметник розряд якісних пр//Прикметник розряд якісних пр якості людини
відвезти;Г;4;Дієслово фізичний вплив//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відвернути;Г;1;Дієслово фізичний вплив//Дієслово ментальна сфера//Дієслово міжособистісні відношення//Дієслово соціальні відношення//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відвернутися;Г;4;Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-//Дієслово соціальна діяльність//Дієслово соціальні відношення//Дієслово зміна положення тіла, частини тіла
відвести;Г;2;Дієслово посесивна сфера//Дієслово переміщення об'єкта//Дієслово зміна положення тіла, частини тіла//Дієслово соціальна діяльність
відвикнути;Г;1;Дієслово посесивна сфера//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відвідати;Г;2;Дієслово рух//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
відвідини;И;3;Іменник НЕПРЕДМЕТНІ ІМЕНА взаємодія і взаємовідносини
відвідування;Л;1;Іменник НЕПРЕДМЕТНІ ІМЕНА взаємодія і взаємовідносини//Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ віддієслівні імена
відвідувати;Г;2;Дієслово рух
відвідувач;Й;8;Іменник ПРЕДМЕТНІ ІМЕНА особа//Іменник ПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ nomina agentis
відводити;Г;3;Дієслово переміщення об'єкта//Дієслово зміна положення тіла, частини тіла//Дієслово соціальна діяльність//Дієслово соціальні відношення//Дієслово посесивна сфера//Дієслово рух//Дієслово місцезнаходження
відвозити;Г;1;Дієслово переміщення об'єкта
відвойовувати;Г;2;Дієслово посесивна сфера//Дієслово соціальна діяльність
відворіт;Й;1;
відв'язати;Г;1;Дієслово фізичний вплив//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
